038505189,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"RPM"|""|0|10000|100,"EngineRPM"|""|0|10000|100,"AxleRpm"|""|0|10000|100,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
2612474,1501038715004,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2612484,1501038715014,3.12,,0.03,0.03,1.16,1,3,2,0,1530,0,,,,,,,,,,,,,,,
2612494,1501038715024,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2612504,1501038715034,,,,,,,,,0,1440,0,,,,,,,,,,,,,,,
2612514,1501038715044,,,,,,,,,0,1335,0,,,,,,,,,,,,,,,
2612524,1501038715054,3.04,,0.03,0.0,1.24,1,4,3,0,1620,0,,,,,,,,,,,,,,,
2612534,1501038715064,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2612544,1501038715074,,,,,,,,,0,1560,0,36.113655,-115.145653,0.0,5.526,2028.1,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2612554,1501038715092,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2612564,1501038715102,3.06,,0.01,0.03,1.18,1,2,3,0,1485,0,,,,,,,,,,,,,,,
2612574,1501038715112,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2612584,1501038715122,,,,,,,,,0,1440,0,,,,,,,,,,,,,,,
2612594,1501038715132,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612604,1501038715142,3.09,,-0.01,0.01,1.27,0,2,4,0,1620,0,,,,,,,,,,,,,,,
2612614,1501038715152,,,,,,,,,0,1605,0,,,,,,,,,,,,,,,
2612624,1501038715162,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612634,1501038715172,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2612644,1501038715182,3.14,,-0.02,0.05,1.2,-0,0,5,0,1485,0,36.113655,-115.145653,0.0,5.526,2028.1,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2612654,1501038715194,,,,,,,,,0,1455,0,,,,,,,,,,,,,,,
2612664,1501038715204,,,,,,,,,0,1350,0,,,,,,,,,,,,,,,
2612674,1501038715214,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612684,1501038715224,3.13,,-0.03,0.04,1.27,-0,1,4,0,1620,0,,,,,,,,,,,,,,,
2612694,1501038715234,,,,,,,,,0,1605,0,,,,,,,,,,,,,,,
2612704,1501038715244,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612714,1501038715254,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2612724,1501038715264,3.17,,-0.03,0.05,1.19,-1,-1,5,0,1485,0,,,,,,,,,,,,,,,
2612734,1501038715274,,,,,,,,,0,1455,0,,,,,,,,,,,,,,,
2612744,1501038715284,,,,,,,,,0,1350,0,36.113655,-115.145653,0.0,5.526,2028.1,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2612754,1501038715291,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
2612764,1501038715301,3.15,,-0.01,0.02,1.15,-1,-2,4,0,1635,0,,,,,,,,,,,,,,,
2612774,1501038715311,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2612784,1501038715321,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612794,1501038715331,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2612804,1501038715341,3.19,,-0.01,0.01,1.09,-1,-4,4,0,1485,0,,,,,,,,,,,,,,,
2612814,1501038715351,,,,,,,,,0,1440,0,,,,,,,,,,,,,,,
2612824,1501038715361,,,,,,,,,0,1335,0,,,,,,,,,,,,,,,
2612834,1501038715371,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612844,1501038715381,3.17,,0.02,-0.03,1.06,-1,-5,3,0,1620,0,36.113655,-115.145653,0.0,5.526,2028.1,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2612854,1501038715391,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2612864,1501038715401,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612874,1501038715411,,,,,,,,,0,1530,0,,,,,,,,,,,,,,,
2612884,1501038715421,3.2,,0.03,-0.06,1.02,-1,-5,2,0,1485,0,,,,,,,,,,,,,,,
2612894,1501038715431,,,,,,,,,0,1440,0,,,,,,,,,,,,,,,
2612904,1501038715441,,,,,,,,,0,1350,0,,,,,,,,,,,,,,,
2612914,1501038715451,,,,,,,,,0,1560,0,,,,,,,,,,,,,,,
2612924,1501038715461,3.2,,0.06,-0.07,0.99,-0,-7,1,0,1620,0,,,,,,,,,,,,,,,
2612934,1501038715471,,,,,,,,,0,1605,0,,,,,,,,,,,,,,,
2612944,1501038715481,,,,,,,,,0,1560,0,36.113655,-115.145653,0.0,5.526,2028.1,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
